pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,0,0,32,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,1,0,40,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,2,0,43,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,3,256,65372,3.91,181,232,.7801
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,0,0,92,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,1,0,144,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,2,0,61,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,3,0,1596484,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,0,0,63,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,1,256,124640,2.05,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,2,256,200680,1.27,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,3,256,53879,4.75,181,232,.7801
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,0,0,101,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,1,0,53,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,2,0,75,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,3,0,62,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,0,0,154,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,1,0,111,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,2,0,534192,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,3,0,532,0,0,0,0
