pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0,0,128,4143,30.89,105,112,.9375
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0,1,128,6878,18.61,80,121,.6611
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0,2,128,6627,19.31,80,111,.7207
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0,3,128,5651,22.65,90,115,.7826
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.05,0,128,4343,29.47,109,117,.9316
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.05,1,128,7785,16.44,83,140,.5928
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.05,2,128,7144,17.91,86,121,.7107
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.05,3,128,5658,22.62,96,124,.7741
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.1,0,128,4226,30.28,109,117,.9316
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.1,1,128,7759,16.49,83,140,.5928
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.1,2,128,7073,18.09,86,121,.7107
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.1,3,128,5616,22.79,96,124,.7741
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.2,0,128,4317,29.65,109,117,.9316
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.2,1,128,7891,16.22,83,140,.5928
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.2,2,128,7215,17.74,86,121,.7107
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.2,3,128,5611,22.81,96,124,.7741
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.3,0,128,4316,29.65,109,117,.9316
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.3,1,128,7913,16.17,83,140,.5928
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.3,2,128,7301,17.53,86,121,.7107
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.3,3,128,5752,22.25,96,124,.7741
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0,0,128,24819,5.15,65,131,.4961
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0,1,128,23663,5.40,70,154,.4545
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0,2,128,21968,5.82,71,127,.5590
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0,3,128,18549,6.90,86,158,.5443
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.05,0,128,32535,3.93,52,179,.2905
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.05,1,128,28687,4.46,63,172,.3662
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.05,2,128,28690,4.46,60,184,.3260
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.05,3,128,30155,4.24,57,188,.3031
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.1,0,128,32108,3.98,52,179,.2905
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.1,1,128,28398,4.50,63,172,.3662
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.1,2,128,28997,4.41,60,184,.3260
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.1,3,128,30834,4.15,57,188,.3031
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.2,0,128,31319,4.08,52,179,.2905
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.2,1,128,28172,4.54,63,172,.3662
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.2,2,128,28608,4.47,60,184,.3260
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.2,3,128,30483,4.19,57,188,.3031
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.3,0,128,30627,4.17,52,179,.2905
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.3,1,128,28142,4.54,63,172,.3662
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.3,2,128,28431,4.50,60,184,.3260
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.3,3,128,30186,4.24,57,188,.3031
