pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,0,128,10782,11.87,93,134,.6940
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,1,128,11751,10.89,84,123,.6829
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,2,128,13027,9.82,73,118,.6186
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,3,128,11133,11.49,95,164,.5792
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,0,128,10887,11.75,101,125,.8080
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,1,128,11292,11.33,95,121,.7851
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,2,128,13269,9.64,85,128,.6640
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,3,128,10822,11.82,99,135,.7333
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,0,128,10809,11.84,101,125,.8080
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,1,128,11273,11.35,95,121,.7851
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,2,128,13199,9.69,85,128,.6640
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,3,128,10803,11.84,99,135,.7333
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,0,128,10639,12.03,101,125,.8080
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,1,128,11119,11.51,95,121,.7851
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,2,128,13024,9.82,85,128,.6640
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,3,128,10961,11.67,99,135,.7333
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,0,128,10916,11.72,101,125,.8080
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,1,128,11334,11.29,95,121,.7851
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,2,128,13257,9.65,85,128,.6640
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,3,128,10931,11.70,99,135,.7333
