pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0,0,256,15715,16.29,229,237,.9662
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0,1,256,39355,6.50,158,211,.7488
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0,2,256,34621,7.39,174,244,.7131
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0,3,256,32509,7.87,179,236,.7584
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.05,0,256,16261,15.74,232,241,.9626
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.05,1,256,38222,6.69,175,241,.7261
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.05,2,256,35789,7.15,183,265,.6905
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.05,3,256,32401,7.90,191,256,.7460
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.1,0,256,16297,15.70,232,241,.9626
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.1,1,256,38620,6.62,175,241,.7261
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.1,2,256,35785,7.15,183,265,.6905
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.1,3,256,32415,7.89,191,256,.7460
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.2,0,256,16195,15.80,232,241,.9626
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.2,1,256,38614,6.62,175,241,.7261
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.2,2,256,35698,7.17,183,265,.6905
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.2,3,256,32529,7.86,191,256,.7460
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.3,0,256,16208,15.79,232,241,.9626
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.3,1,256,38479,6.65,175,241,.7261
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.3,2,256,35766,7.15,183,265,.6905
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.3,3,256,32445,7.89,191,256,.7460
