pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,0,256,21706,11.79,227,243,.9341
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,1,0,33,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,2,256,97674,2.62,165,224,.7366
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,3,0,38,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,0,0,22,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,1,256,51346,4.98,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,2,256,122110,2.09,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,3,256,79060,3.23,193,252,.7658
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,0,256,70411,3.63,226,243,.9300
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,1,0,524074,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,2,0,532,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,3,0,21,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,0,0,21,0,0,0,0
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,1,0,22,0,0,0,0
