pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,0,256,29617,8.64,154,266,.5789
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,1,256,29486,8.68,147,242,.6074
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,2,256,31138,8.22,134,226,.5929
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,3,256,26634,9.61,172,289,.5951
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,0,256,29338,8.72,179,262,.6832
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,1,256,32087,7.97,170,287,.5923
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,2,256,34247,7.47,160,280,.5714
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,3,256,31104,8.23,175,299,.5852
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,0,256,29136,8.78,179,262,.6832
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,1,256,31826,8.04,170,287,.5923
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,2,256,34117,7.50,160,280,.5714
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,3,256,31121,8.22,175,299,.5852
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,0,256,29175,8.77,179,262,.6832
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,1,256,31837,8.04,170,287,.5923
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,2,256,33853,7.56,160,280,.5714
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,3,256,30861,8.29,175,299,.5852
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,0,256,28864,8.86,179,262,.6832
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,1,256,31634,8.09,170,287,.5923
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,2,256,33964,7.53,160,280,.5714
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,3,256,30693,8.34,175,299,.5852
