pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0,0,128,19202,6.66,100,145,.6896
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0,1,128,24525,5.21,73,120,.6083
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0,2,128,24070,5.31,79,122,.6475
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0,3,128,24285,5.27,73,121,.6033
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.05,0,128,18704,6.84,106,142,.7464
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.05,1,128,29503,4.33,75,161,.4658
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.05,2,128,25018,5.11,86,146,.5890
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.05,3,128,27702,4.62,79,144,.5486
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.1,0,128,18739,6.83,106,142,.7464
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.1,1,128,29447,4.34,75,161,.4658
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.1,2,128,25028,5.11,86,146,.5890
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.1,3,128,27708,4.61,79,144,.5486
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.2,0,128,18556,6.89,106,142,.7464
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.2,1,128,29170,4.38,75,161,.4658
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.2,2,128,24877,5.14,86,146,.5890
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.2,3,128,27496,4.65,79,144,.5486
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.3,0,128,18008,7.10,106,142,.7464
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.3,1,128,28738,4.45,75,161,.4658
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.3,2,128,24037,5.32,86,146,.5890
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.3,3,128,26631,4.80,79,144,.5486
