pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0,0,256,40201,6.36,204,286,.7132
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0,1,256,56304,4.54,135,238,.5672
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0,2,256,54148,4.72,159,272,.5845
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0,3,256,49868,5.13,143,254,.5629
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.05,0,256,39938,6.40,213,289,.7370
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.05,1,256,62769,4.07,153,307,.4983
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.05,2,256,53166,4.81,178,293,.6075
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.05,3,256,59438,4.30,151,312,.4839
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.1,0,256,40873,6.26,213,289,.7370
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.1,1,256,64237,3.98,153,307,.4983
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.1,2,256,54127,4.72,178,293,.6075
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.1,3,256,59537,4.29,151,312,.4839
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.2,0,256,39736,6.44,213,289,.7370
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.2,1,256,63838,4.01,153,307,.4983
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.2,2,256,52939,4.83,178,293,.6075
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.2,3,256,60467,4.23,151,312,.4839
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.3,0,256,45086,5.67,213,289,.7370
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.3,1,256,72294,3.54,153,307,.4983
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.3,2,256,63020,4.06,178,293,.6075
9,Qwen3-Coder-480B-A35B-Q4KM+0.75B-Q4,0.3,3,256,74467,3.43,151,312,.4839
