pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
1,Qwen2.5-7B-f16+0.5B-f16,0,0,128,3219,39.76,103,122,.8442
1,Qwen2.5-7B-f16+0.5B-f16,0,1,128,4923,26.00,80,115,.6956
1,Qwen2.5-7B-f16+0.5B-f16,0,2,128,4696,27.25,81,101,.8019
1,Qwen2.5-7B-f16+0.5B-f16,0,3,128,4547,28.15,84,116,.7241
1,Qwen2.5-7B-f16+0.5B-f16,0.05,0,128,3169,40.39,106,122,.8688
1,Qwen2.5-7B-f16+0.5B-f16,0.05,1,128,5191,24.65,84,145,.5793
1,Qwen2.5-7B-f16+0.5B-f16,0.05,2,128,4235,30.22,91,111,.8198
1,Qwen2.5-7B-f16+0.5B-f16,0.05,3,128,4287,29.85,92,120,.7666
1,Qwen2.5-7B-f16+0.5B-f16,0.1,0,128,3174,40.32,106,122,.8688
1,Qwen2.5-7B-f16+0.5B-f16,0.1,1,128,5186,24.68,84,145,.5793
1,Qwen2.5-7B-f16+0.5B-f16,0.1,2,128,4220,30.33,91,111,.8198
1,Qwen2.5-7B-f16+0.5B-f16,0.1,3,128,4252,30.10,92,120,.7666
1,Qwen2.5-7B-f16+0.5B-f16,0.2,0,128,3155,40.57,106,122,.8688
1,Qwen2.5-7B-f16+0.5B-f16,0.2,1,128,5098,25.10,84,145,.5793
1,Qwen2.5-7B-f16+0.5B-f16,0.2,2,128,4181,30.61,91,111,.8198
1,Qwen2.5-7B-f16+0.5B-f16,0.2,3,128,4209,30.41,92,120,.7666
1,Qwen2.5-7B-f16+0.5B-f16,0.3,0,128,3210,39.87,106,122,.8688
1,Qwen2.5-7B-f16+0.5B-f16,0.3,1,128,5221,24.51,84,145,.5793
1,Qwen2.5-7B-f16+0.5B-f16,0.3,2,128,4258,30.06,91,111,.8198
1,Qwen2.5-7B-f16+0.5B-f16,0.3,3,128,4320,29.62,92,120,.7666
