pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,0,256,22399,11.42,221,238,.9285
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,1,256,53762,4.76,158,211,.7488
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,2,256,50233,5.09,165,224,.7366
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,3,256,42669,5.99,180,231,.7792
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,0,256,21256,12.04,225,243,.9259
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,1,256,48089,5.32,174,244,.7131
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,2,256,44690,5.72,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,3,256,39386,6.49,191,250,.7640
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,0,256,21024,12.17,225,243,.9259
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,1,256,47631,5.37,174,244,.7131
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,2,256,44307,5.77,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,3,256,43062,5.94,191,250,.7640
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,0,256,20750,12.33,225,243,.9259
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,1,256,47391,5.40,174,244,.7131
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,2,256,44524,5.74,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,3,256,46874,5.46,191,250,.7640
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,0,256,20720,12.35,225,243,.9259
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,1,256,47645,5.37,174,244,.7131
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,2,256,44768,5.71,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,3,256,50271,5.09,191,250,.7640
