pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,0,256,22235,11.51,221,238,.9285
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,1,256,54460,4.70,158,211,.7488
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,2,256,50809,5.03,165,224,.7366
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,3,256,43085,5.94,180,231,.7792
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,0,256,21615,11.84,225,243,.9259
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,1,256,49465,5.17,174,244,.7131
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,2,256,45293,5.65,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,3,256,40084,6.38,191,250,.7640
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,0,256,21138,12.11,225,243,.9259
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,1,256,49332,5.18,174,244,.7131
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,2,256,45828,5.58,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,3,256,40374,6.34,191,250,.7640
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,0,256,21837,11.72,225,243,.9259
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,1,256,49818,5.13,174,244,.7131
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,2,256,46237,5.53,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,3,256,40945,6.25,191,250,.7640
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,0,256,21350,11.99,225,243,.9259
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,1,256,49590,5.16,174,244,.7131
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,2,256,46186,5.54,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,3,256,40603,6.30,191,250,.7640
