pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
1,Qwen2.5-7B-f16+0.5B-f16,0,0,256,4849,52.79,222,259,.8571
1,Qwen2.5-7B-f16+0.5B-f16,0,1,256,10217,25.05,149,212,.7028
1,Qwen2.5-7B-f16+0.5B-f16,0,2,256,7392,34.63,185,223,.8295
1,Qwen2.5-7B-f16+0.5B-f16,0,3,256,8540,29.97,170,225,.7555
1,Qwen2.5-7B-f16+0.5B-f16,0.05,0,256,5048,50.71,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.05,1,0,26,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.05,2,0,22,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.05,3,0,20,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.1,0,256,5179,49.43,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.1,1,0,28,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.1,2,0,21,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.1,3,0,20,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.2,0,256,5186,49.36,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.2,1,0,29,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.2,2,0,19,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.2,3,0,21,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.3,0,256,5183,49.39,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.3,1,0,28,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.3,2,0,21,0,0,0,0
1,Qwen2.5-7B-f16+0.5B-f16,0.3,3,0,22,0,0,0,0
