pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0,0,128,23801,5.37,65,131,.4961
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0,1,128,23220,5.51,70,154,.4545
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0,2,128,21741,5.88,71,127,.5590
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0,3,128,18576,6.89,86,158,.5443
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.05,0,128,31567,4.05,52,179,.2905
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.05,1,128,28534,4.48,63,172,.3662
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.05,2,128,29605,4.32,60,184,.3260
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.05,3,128,31202,4.10,57,188,.3031
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.1,0,128,31529,4.05,52,179,.2905
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.1,1,128,28193,4.54,63,172,.3662
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.1,2,128,28893,4.43,60,184,.3260
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.1,3,128,30466,4.20,57,188,.3031
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.2,0,128,32112,3.98,52,179,.2905
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.2,1,128,28845,4.43,63,172,.3662
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.2,2,128,29325,4.36,60,184,.3260
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.2,3,128,30963,4.13,57,188,.3031
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.3,0,128,31559,4.05,52,179,.2905
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.3,1,128,28593,4.47,63,172,.3662
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.3,2,128,28749,4.45,60,184,.3260
6,Qwen3.5-122B-A10B-Q4KM+0.8B-Q8,0.3,3,128,30947,4.13,57,188,.3031
