pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0,0,128,10301,12.42,73,111,.6576
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0,1,128,11756,10.88,62,108,.5740
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0,2,128,11290,11.33,65,110,.5909
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0,3,128,10887,11.75,66,101,.6534
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.05,0,128,10802,11.84,82,144,.5694
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.05,1,128,13855,9.23,71,157,.4522
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.05,2,128,12316,10.39,79,140,.5642
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.05,3,128,11315,11.31,78,130,.6000
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.1,0,128,11159,11.47,82,144,.5694
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.1,1,128,13777,9.29,71,157,.4522
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.1,2,128,12377,10.34,79,140,.5642
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.1,3,128,11441,11.18,78,130,.6000
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.2,0,128,11412,11.21,82,144,.5694
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.2,1,128,13979,9.15,71,157,.4522
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.2,2,128,12252,10.44,79,140,.5642
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.2,3,128,11464,11.16,78,130,.6000
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.3,0,128,11216,11.41,82,144,.5694
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.3,1,128,13396,9.55,71,157,.4522
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.3,2,128,12298,10.40,79,140,.5642
7,DS-R1-Distill-Qwen-32B-Q6K+0.5B-f16,0.3,3,128,11460,11.16,78,130,.6000
