pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0,0,256,27133,9.43,142,304,.4671
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0,1,256,22478,11.38,176,326,.5398
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0,2,256,26261,9.74,173,432,.4004
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0,3,256,28286,9.05,149,381,.3910
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.05,0,256,58062,4.40,127,313,.4057
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.05,1,256,62360,4.10,111,445,.2494
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.05,2,256,52787,4.84,128,364,.3516
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.05,3,256,54735,4.67,132,398,.3316
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.1,0,256,56869,4.50,127,313,.4057
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.1,1,256,60289,4.24,111,445,.2494
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.1,2,256,51117,5.00,128,364,.3516
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.1,3,256,53039,4.82,132,398,.3316
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.2,0,256,58270,4.39,127,313,.4057
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.2,1,256,62152,4.11,111,445,.2494
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.2,2,256,52366,4.88,128,364,.3516
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.2,3,256,53430,4.79,132,398,.3316
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.3,0,256,57601,4.44,127,313,.4057
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.3,1,256,61846,4.13,111,445,.2494
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.3,2,256,51722,4.94,128,364,.3516
14,Qwen3.5-35B-A3B-Q4KM+0.8B-Q8,0.3,3,256,52879,4.84,132,398,.3316
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0,0,256,28525,8.97,141,303,.4653
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0,1,256,24126,10.61,161,281,.5729
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0,2,256,23426,10.92,169,314,.5382
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0,3,256,27613,9.27,145,321,.4517
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.05,0,256,64496,3.96,98,450,.2177
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.05,1,256,68552,3.73,111,392,.2831
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.05,2,256,67139,3.81,106,383,.2767
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.05,3,256,59207,4.32,131,340,.3852
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.1,0,256,64208,3.98,98,450,.2177
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.1,1,256,69439,3.68,111,392,.2831
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.1,2,256,68776,3.72,106,383,.2767
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.1,3,256,60745,4.21,131,340,.3852
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.2,0,256,64572,3.96,98,450,.2177
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.2,1,256,68818,3.71,111,392,.2831
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.2,2,256,67367,3.80,106,383,.2767
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.2,3,256,59262,4.31,131,340,.3852
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.3,0,256,63152,4.05,98,450,.2177
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.3,1,256,68018,3.76,111,392,.2831
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.3,2,256,66700,3.83,106,383,.2767
13,Qwen3.5-35B-A3B-Q8_0+0.8B-Q8,0.3,3,256,58773,4.35,131,340,.3852
