pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
1,Qwen2.5-7B-f16+0.5B-f16,0,0,256,4827,53.03,222,259,.8571
1,Qwen2.5-7B-f16+0.5B-f16,0,1,256,10098,25.35,149,212,.7028
1,Qwen2.5-7B-f16+0.5B-f16,0,2,256,7359,34.78,185,223,.8295
1,Qwen2.5-7B-f16+0.5B-f16,0,3,256,8582,29.82,170,225,.7555
1,Qwen2.5-7B-f16+0.5B-f16,0.05,0,256,5187,49.35,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.05,1,256,10194,25.11,166,257,.6459
1,Qwen2.5-7B-f16+0.5B-f16,0.05,2,256,7474,34.25,194,245,.7918
1,Qwen2.5-7B-f16+0.5B-f16,0.05,3,256,8634,29.65,181,237,.7637
1,Qwen2.5-7B-f16+0.5B-f16,0.1,0,256,5095,50.24,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.1,1,256,10229,25.02,166,257,.6459
1,Qwen2.5-7B-f16+0.5B-f16,0.1,2,256,7513,34.07,194,245,.7918
1,Qwen2.5-7B-f16+0.5B-f16,0.1,3,256,8701,29.42,181,237,.7637
1,Qwen2.5-7B-f16+0.5B-f16,0.2,0,256,5210,49.13,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.2,1,256,10409,24.59,166,257,.6459
1,Qwen2.5-7B-f16+0.5B-f16,0.2,2,256,7541,33.94,194,245,.7918
1,Qwen2.5-7B-f16+0.5B-f16,0.2,3,256,8660,29.56,181,237,.7637
1,Qwen2.5-7B-f16+0.5B-f16,0.3,0,256,5115,50.04,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.3,1,256,10234,25.01,166,257,.6459
1,Qwen2.5-7B-f16+0.5B-f16,0.3,2,256,7498,34.14,194,245,.7918
1,Qwen2.5-7B-f16+0.5B-f16,0.3,3,256,8687,29.46,181,237,.7637
