pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,0,256,28230,9.06,154,282,.5460
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,1,256,27879,9.18,151,265,.5698
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,2,256,30888,8.28,134,226,.5929
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,3,256,26506,9.65,166,306,.5424
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,0,256,29826,8.58,169,292,.5787
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,1,256,29717,8.61,170,299,.5685
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,2,256,35930,7.12,153,297,.5151
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,3,256,27829,9.19,181,302,.5993
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,0,256,35731,7.16,169,292,.5787
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,1,256,34363,7.44,170,299,.5685
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,2,256,40725,6.28,153,297,.5151
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,3,256,30221,8.47,181,302,.5993
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,0,256,37505,6.82,169,292,.5787
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,1,256,36228,7.06,170,299,.5685
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,2,256,41847,6.11,153,297,.5151
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,3,256,30463,8.40,181,302,.5993
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,0,256,30647,8.35,169,292,.5787
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,1,256,29986,8.53,170,299,.5685
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,2,256,36368,7.03,153,297,.5151
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,3,256,29077,8.80,181,302,.5993
