pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0,0,256,15008,17.05,223,231,.9653
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0,1,256,35223,7.26,158,211,.7488
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0,2,256,30742,8.32,174,244,.7131
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0,3,256,29153,8.78,178,235,.7574
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.05,0,256,15365,16.66,226,235,.9617
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.05,1,256,33950,7.54,174,244,.7131
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.05,2,256,30417,8.41,183,258,.7093
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.05,3,256,28413,9.00,189,254,.7440
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.1,0,256,15160,16.88,226,235,.9617
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.1,1,256,33599,7.61,174,244,.7131
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.1,2,256,30458,8.40,183,258,.7093
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.1,3,256,28220,9.07,189,254,.7440
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.2,0,256,15419,16.60,226,235,.9617
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.2,1,256,33386,7.66,174,244,.7131
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.2,2,256,30402,8.42,183,258,.7093
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.2,3,256,28692,8.92,189,254,.7440
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.3,0,256,15204,16.83,226,235,.9617
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.3,1,256,34318,7.45,174,244,.7131
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.3,2,256,30859,8.29,183,258,.7093
11,Qwen2.5-Coder-32B-Q8_0+0.5B-f16,0.3,3,256,28546,8.96,189,254,.7440
