pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.02,0,256,19287,13.27,230,249,.9236
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.02,1,256,49641,5.15,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.02,2,256,45970,5.56,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.02,3,256,39602,6.46,193,252,.7658
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.03,0,256,18756,13.64,230,249,.9236
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.03,1,256,49105,5.21,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.03,2,256,45378,5.64,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.03,3,256,39155,6.53,193,252,.7658
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.04,0,256,18970,13.49,230,249,.9236
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.04,1,256,49411,5.18,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.04,2,256,45606,5.61,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.04,3,256,39378,6.50,193,252,.7658
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.07,0,256,18950,13.50,230,249,.9236
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.07,1,256,49382,5.18,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.07,2,256,45827,5.58,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.07,3,256,39710,6.44,193,252,.7658
