pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
1,Qwen2.5-7B-f16+0.5B-f16,0,0,256,4770,53.66,222,259,.8571
1,Qwen2.5-7B-f16+0.5B-f16,0,1,256,10170,25.17,149,212,.7028
1,Qwen2.5-7B-f16+0.5B-f16,0,2,256,7394,34.62,185,223,.8295
1,Qwen2.5-7B-f16+0.5B-f16,0,3,256,8664,29.54,170,225,.7555
1,Qwen2.5-7B-f16+0.5B-f16,0.05,0,256,5361,47.75,221,257,.8599
1,Qwen2.5-7B-f16+0.5B-f16,0.05,1,256,10968,23.34,157,281,.5587
1,Qwen2.5-7B-f16+0.5B-f16,0.05,2,256,7568,33.82,193,251,.7689
1,Qwen2.5-7B-f16+0.5B-f16,0.05,3,256,8612,29.72,179,247,.7246
1,Qwen2.5-7B-f16+0.5B-f16,0.1,0,256,5473,46.77,221,257,.8599
1,Qwen2.5-7B-f16+0.5B-f16,0.1,1,256,11055,23.15,157,281,.5587
1,Qwen2.5-7B-f16+0.5B-f16,0.1,2,256,7574,33.79,193,251,.7689
1,Qwen2.5-7B-f16+0.5B-f16,0.1,3,256,8997,28.45,179,247,.7246
1,Qwen2.5-7B-f16+0.5B-f16,0.2,0,256,5321,48.11,221,257,.8599
1,Qwen2.5-7B-f16+0.5B-f16,0.2,1,256,10808,23.68,157,281,.5587
1,Qwen2.5-7B-f16+0.5B-f16,0.2,2,256,7443,34.39,193,251,.7689
1,Qwen2.5-7B-f16+0.5B-f16,0.2,3,256,8625,29.68,179,247,.7246
1,Qwen2.5-7B-f16+0.5B-f16,0.3,0,256,5339,47.94,221,257,.8599
1,Qwen2.5-7B-f16+0.5B-f16,0.3,1,256,10815,23.67,157,281,.5587
1,Qwen2.5-7B-f16+0.5B-f16,0.3,2,256,7467,34.28,193,251,.7689
1,Qwen2.5-7B-f16+0.5B-f16,0.3,3,256,8771,29.18,179,247,.7246
