pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
1,Qwen2.5-7B-f16+0.5B-f16,0,0,256,4890,52.35,222,259,.8571
1,Qwen2.5-7B-f16+0.5B-f16,0,1,256,10227,25.03,149,212,.7028
1,Qwen2.5-7B-f16+0.5B-f16,0,2,256,7481,34.22,185,223,.8295
1,Qwen2.5-7B-f16+0.5B-f16,0,3,256,8664,29.54,170,225,.7555
1,Qwen2.5-7B-f16+0.5B-f16,0.05,0,256,5225,48.99,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.05,1,256,9447,27.09,174,267,.6516
1,Qwen2.5-7B-f16+0.5B-f16,0.05,2,256,7344,34.85,195,242,.8057
1,Qwen2.5-7B-f16+0.5B-f16,0.05,3,256,8645,29.61,180,242,.7438
1,Qwen2.5-7B-f16+0.5B-f16,0.1,0,256,5091,50.28,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.1,1,256,9431,27.14,174,267,.6516
1,Qwen2.5-7B-f16+0.5B-f16,0.1,2,256,7343,34.86,195,242,.8057
1,Qwen2.5-7B-f16+0.5B-f16,0.1,3,256,8652,29.58,180,242,.7438
1,Qwen2.5-7B-f16+0.5B-f16,0.2,0,256,5079,50.40,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.2,1,256,9389,27.26,174,267,.6516
1,Qwen2.5-7B-f16+0.5B-f16,0.2,2,256,7299,35.07,195,242,.8057
1,Qwen2.5-7B-f16+0.5B-f16,0.2,3,256,8623,29.68,180,242,.7438
1,Qwen2.5-7B-f16+0.5B-f16,0.3,0,256,5017,51.02,223,248,.8991
1,Qwen2.5-7B-f16+0.5B-f16,0.3,1,256,9296,27.53,174,267,.6516
1,Qwen2.5-7B-f16+0.5B-f16,0.3,2,256,7355,34.80,195,242,.8057
1,Qwen2.5-7B-f16+0.5B-f16,0.3,3,256,8675,29.51,180,242,.7438
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0,0,256,8049,31.80,223,231,.9653
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0,1,256,15216,16.82,175,243,.7201
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0,2,256,15243,16.79,173,233,.7424
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0,3,256,15258,16.77,173,229,.7554
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.05,0,256,8594,29.78,226,235,.9617
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.05,1,256,18535,13.81,170,272,.6250
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.05,2,256,16172,15.82,183,256,.7148
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.05,3,256,15204,16.83,187,244,.7663
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.1,0,256,8371,30.58,226,235,.9617
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.1,1,256,18225,14.04,170,272,.6250
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.1,2,256,15910,16.09,183,256,.7148
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.1,3,256,14985,17.08,187,244,.7663
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.2,0,256,8292,30.87,226,235,.9617
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.2,1,256,18015,14.21,170,272,.6250
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.2,2,256,15672,16.33,183,256,.7148
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.2,3,256,14884,17.19,187,244,.7663
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.3,0,256,8348,30.66,226,235,.9617
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.3,1,256,18189,14.07,170,272,.6250
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.3,2,256,15753,16.25,183,256,.7148
5,Qwen2.5-Coder-32B-Q4KM+0.5B-f16,0.3,3,256,14798,17.29,187,244,.7663
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,0,256,29177,8.77,154,266,.5789
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,1,256,28859,8.87,147,242,.6074
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,2,256,30422,8.41,134,226,.5929
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0,3,256,26064,9.82,172,289,.5951
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,0,256,29207,8.76,179,262,.6832
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,1,256,31839,8.04,170,287,.5923
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,2,256,34060,7.51,160,280,.5714
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.05,3,256,31285,8.18,175,299,.5852
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,0,256,28791,8.89,179,262,.6832
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,1,256,31537,8.11,170,287,.5923
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,2,256,33593,7.62,160,280,.5714
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.1,3,256,30606,8.36,175,299,.5852
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,0,256,28654,8.93,179,262,.6832
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,1,256,31479,8.13,170,287,.5923
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,2,256,33377,7.66,160,280,.5714
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.2,3,256,30913,8.28,175,299,.5852
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,0,256,28460,8.99,179,262,.6832
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,1,256,31300,8.17,170,287,.5923
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,2,256,33666,7.60,160,280,.5714
8,Qwen3-235B-A22B-Q4KM+0.6B-Q8,0.3,3,256,30444,8.40,175,299,.5852
