pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,0,256,20830,12.28,224,241,.9294
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,1,256,54793,4.67,158,211,.7488
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,2,256,51273,4.99,165,224,.7366
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0,3,256,43809,5.84,181,232,.7801
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,0,256,20076,12.75,228,246,.9268
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,1,256,49190,5.20,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,2,256,45975,5.56,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.05,3,256,40286,6.35,192,252,.7619
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,0,256,19990,12.80,228,246,.9268
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,1,256,49892,5.13,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,2,256,46263,5.53,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.1,3,256,40570,6.31,192,252,.7619
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,0,256,19987,12.80,228,246,.9268
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,1,256,49903,5.12,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,2,256,46174,5.54,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.2,3,256,40222,6.36,192,252,.7619
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,0,256,19882,12.87,228,246,.9268
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,1,256,49994,5.12,174,242,.7190
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,2,256,45717,5.59,181,249,.7269
10,Qwen2.5-Coder-32B-f16+0.5B-f16,0.3,3,256,40106,6.38,192,252,.7619
