pair,model_pair,p_split,prompt_idx,tokens_generated,time_ms,tokens_per_sec,draft_accepted,draft_total,acceptance_rate
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0,0,256,5333,48.00,198,274,.7226
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0,1,256,6932,36.93,130,257,.5058
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0,2,256,5938,43.11,173,276,.6268
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0,3,256,6820,37.53,138,283,.4876
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.05,0,256,5700,44.91,207,302,.6854
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.05,1,256,8094,31.62,155,301,.5149
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.05,2,256,7453,34.34,179,271,.6605
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.05,3,256,7889,32.45,158,302,.5231
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.1,0,256,5568,45.97,207,302,.6854
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.1,1,256,8109,31.56,155,301,.5149
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.1,2,256,7436,34.42,179,271,.6605
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.1,3,256,8031,31.87,158,302,.5231
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.2,0,256,5731,44.66,207,302,.6854
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.2,1,256,7953,32.18,155,301,.5149
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.2,2,256,6985,36.64,179,271,.6605
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.2,3,256,8072,31.71,158,302,.5231
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.3,0,256,5725,44.71,207,302,.6854
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.3,1,256,8225,31.12,155,301,.5149
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.3,2,256,7390,34.64,179,271,.6605
15,Qwen3-Coder-30B-A3B-Q4KM+0.75B-Q4,0.3,3,256,8170,31.33,158,302,.5231
