model,config,instance,threads,cpu_binding,spec,prompt_idx,tokens_generated,time_ms,tokens_per_sec
SG4-26b-Q4,dmsweep_dm0,1,96,interleave,baseline,0,256,6150,41.63
SG4-26b-Q4,dmsweep_dm0,1,96,interleave,baseline,1,256,6141,41.69
SG4-26b-Q4,dmsweep_dm0,1,96,interleave,baseline,2,256,6121,41.82
SG4-26b-Q4,dmsweep_dm16,1,96,interleave,ngram_dm16,0,256,6198,41.3
SG4-26b-Q4,dmsweep_dm16,1,96,interleave,ngram_dm16,1,256,6104,41.94
SG4-26b-Q4,dmsweep_dm16,1,96,interleave,ngram_dm16,2,256,6080,42.11
SG4-26b-Q4,dmsweep_dm32,1,96,interleave,ngram_dm32,0,256,6147,41.65
SG4-26b-Q4,dmsweep_dm32,1,96,interleave,ngram_dm32,1,256,6164,41.53
SG4-26b-Q4,dmsweep_dm32,1,96,interleave,ngram_dm32,2,256,6159,41.57
SG4-26b-Q4,dmsweep_dm48,1,96,interleave,ngram_dm48,0,256,6179,41.43
SG4-26b-Q4,dmsweep_dm48,1,96,interleave,ngram_dm48,1,256,6123,41.81
SG4-26b-Q4,dmsweep_dm48,1,96,interleave,ngram_dm48,2,256,6104,41.94
SG4-26b-Q4,dmsweep_dm64,1,96,interleave,ngram_dm64,0,256,6291,40.69
SG4-26b-Q4,dmsweep_dm64,1,96,interleave,ngram_dm64,1,256,6139,41.7
SG4-26b-Q4,dmsweep_dm64,1,96,interleave,ngram_dm64,2,256,6161,41.55
SG4-26b-Q4,dmsweep_dm96,1,96,interleave,ngram_dm96,0,256,6117,41.85
SG4-26b-Q4,dmsweep_dm96,1,96,interleave,ngram_dm96,1,256,6090,42.04
SG4-26b-Q4,dmsweep_dm96,1,96,interleave,ngram_dm96,2,256,6088,42.05
SG4-26b-Q4,dmsweep_dm128,1,96,interleave,ngram_dm128,0,256,6149,41.63
SG4-26b-Q4,dmsweep_dm128,1,96,interleave,ngram_dm128,1,256,6115,41.86
SG4-26b-Q4,dmsweep_dm128,1,96,interleave,ngram_dm128,2,256,6106,41.93
SG4-26b-Q4,C_2x96t,n0,96,node0,ngram_dm96,0,256,19175,13.35
SG4-26b-Q4,C_2x96t,n1,96,node1,ngram_dm96,0,256,9040,28.32
SG4-26b-Q4,C_2x96t,n0,96,node0,ngram_dm96,1,256,10253,24.97
SG4-26b-Q4,C_2x96t,n1,96,node1,ngram_dm96,1,256,17688,14.47
SG4-26b-Q4,C_2x96t,n0,96,node0,ngram_dm96,2,256,30364,8.43
SG4-26b-Q4,C_2x96t,n1,96,node1,ngram_dm96,2,256,8267,30.97
SG4-26b-Q4,D_4x48t,n0a,48,n0a,ngram_dm96,0,256,12403,20.64
SG4-26b-Q4,D_4x48t,n0b,48,n0b,ngram_dm96,0,256,14750,17.36
SG4-26b-Q4,D_4x48t,n1a,48,n1a,ngram_dm96,0,256,9137,28.02
SG4-26b-Q4,D_4x48t,n1b,48,n1b,ngram_dm96,0,256,19156,13.36
SG4-26b-Q4,D_4x48t,n0a,48,n0a,ngram_dm96,1,256,15912,16.09
SG4-26b-Q4,D_4x48t,n0b,48,n0b,ngram_dm96,1,256,15267,16.77
SG4-26b-Q4,D_4x48t,n1a,48,n1a,ngram_dm96,1,256,21452,11.93
SG4-26b-Q4,D_4x48t,n1b,48,n1b,ngram_dm96,1,256,11671,21.93
SG4-26b-Q4,D_4x48t,n0a,48,n0a,ngram_dm96,2,256,17387,14.72
SG4-26b-Q4,D_4x48t,n0b,48,n0b,ngram_dm96,2,256,19449,13.16
SG4-26b-Q4,D_4x48t,n1a,48,n1a,ngram_dm96,2,256,10967,23.34
SG4-26b-Q4,D_4x48t,n1b,48,n1b,ngram_dm96,2,256,12909,19.83
SG4-26b-Q4,E_8x24t,n0a0,24,n0a0,ngram_dm96,0,256,20378,12.56
SG4-26b-Q4,E_8x24t,n0a1,24,n0a1,ngram_dm96,0,256,23573,10.86
SG4-26b-Q4,E_8x24t,n0b0,24,n0b0,ngram_dm96,0,256,22460,11.4
SG4-26b-Q4,E_8x24t,n0b1,24,n0b1,ngram_dm96,0,256,20402,12.55
SG4-26b-Q4,E_8x24t,n1a0,24,n1a0,ngram_dm96,0,256,19081,13.42
SG4-26b-Q4,E_8x24t,n1a1,24,n1a1,ngram_dm96,0,256,19955,12.83
SG4-26b-Q4,E_8x24t,n1b0,24,n1b0,ngram_dm96,0,256,22789,11.23
SG4-26b-Q4,E_8x24t,n1b1,24,n1b1,ngram_dm96,0,256,18604,13.76
SG4-26b-Q4,E_8x24t,n0a0,24,n0a0,ngram_dm96,1,256,20380,12.56
SG4-26b-Q4,E_8x24t,n0a1,24,n0a1,ngram_dm96,1,256,22354,11.45
SG4-26b-Q4,E_8x24t,n0b0,24,n0b0,ngram_dm96,1,256,27593,9.28
SG4-26b-Q4,E_8x24t,n0b1,24,n0b1,ngram_dm96,1,256,17680,14.48
SG4-26b-Q4,E_8x24t,n1a0,24,n1a0,ngram_dm96,1,256,21896,11.69
SG4-26b-Q4,E_8x24t,n1a1,24,n1a1,ngram_dm96,1,256,18618,13.75
SG4-26b-Q4,E_8x24t,n1b0,24,n1b0,ngram_dm96,1,256,21369,11.98
SG4-26b-Q4,E_8x24t,n1b1,24,n1b1,ngram_dm96,1,256,20659,12.39
SG4-26b-Q4,E_8x24t,n0a0,24,n0a0,ngram_dm96,2,256,20441,12.52
SG4-26b-Q4,E_8x24t,n0a1,24,n0a1,ngram_dm96,2,256,19042,13.44
SG4-26b-Q4,E_8x24t,n0b0,24,n0b0,ngram_dm96,2,256,21503,11.91
SG4-26b-Q4,E_8x24t,n0b1,24,n0b1,ngram_dm96,2,256,36029,7.11
SG4-26b-Q4,E_8x24t,n1a0,24,n1a0,ngram_dm96,2,256,25921,9.88
SG4-26b-Q4,E_8x24t,n1a1,24,n1a1,ngram_dm96,2,256,16667,15.36
SG4-26b-Q4,E_8x24t,n1b0,24,n1b0,ngram_dm96,2,256,19431,13.17
SG4-26b-Q4,E_8x24t,n1b1,24,n1b1,ngram_dm96,2,256,20150,12.7
