model,config,instance,threads,cpu_binding,spec,prompt_idx,tokens_generated,time_ms,tokens_per_sec
Gemma4-E4B-Q8,dmsweep_dm0,1,96,interleave,baseline,0,256,16451,15.56
Gemma4-E4B-Q8,dmsweep_dm0,1,96,interleave,baseline,1,256,16440,15.57
Gemma4-E4B-Q8,dmsweep_dm0,1,96,interleave,baseline,2,256,16531,15.49
Gemma4-E4B-Q8,dmsweep_dm16,1,96,interleave,ngram_dm16,0,256,16601,15.42
Gemma4-E4B-Q8,dmsweep_dm16,1,96,interleave,ngram_dm16,1,256,16518,15.5
Gemma4-E4B-Q8,dmsweep_dm16,1,96,interleave,ngram_dm16,2,256,16645,15.38
Gemma4-E4B-Q8,dmsweep_dm32,1,96,interleave,ngram_dm32,0,256,16491,15.52
Gemma4-E4B-Q8,dmsweep_dm32,1,96,interleave,ngram_dm32,1,256,16491,15.52
Gemma4-E4B-Q8,dmsweep_dm32,1,96,interleave,ngram_dm32,2,256,16565,15.45
Gemma4-E4B-Q8,C_2x96t,n0,96,node0,baseline,0,256,33969,7.54
Gemma4-E4B-Q8,C_2x96t,n1,96,node1,baseline,0,256,42813,5.98
Gemma4-E4B-Q8,C_2x96t,n0,96,node0,baseline,1,256,31386,8.16
Gemma4-E4B-Q8,C_2x96t,n1,96,node1,baseline,1,256,41999,6.1
Gemma4-E4B-Q8,C_2x96t,n0,96,node0,baseline,2,256,31554,8.11
Gemma4-E4B-Q8,C_2x96t,n1,96,node1,baseline,2,256,57167,4.48
Gemma4-E4B-Q8,D_4x48t,n0a,48,n0a,baseline,0,256,51744,4.95
Gemma4-E4B-Q8,D_4x48t,n0b,48,n0b,baseline,0,256,29956,8.55
Gemma4-E4B-Q8,D_4x48t,n1a,48,n1a,baseline,0,256,37591,6.81
Gemma4-E4B-Q8,D_4x48t,n1b,48,n1b,baseline,0,256,38572,6.64
Gemma4-E4B-Q8,D_4x48t,n0a,48,n0a,baseline,1,256,33682,7.6
Gemma4-E4B-Q8,D_4x48t,n0b,48,n0b,baseline,1,256,44411,5.76
Gemma4-E4B-Q8,D_4x48t,n1a,48,n1a,baseline,1,256,49940,5.13
Gemma4-E4B-Q8,D_4x48t,n1b,48,n1b,baseline,1,256,42879,5.97
Gemma4-E4B-Q8,D_4x48t,n0a,48,n0a,baseline,2,256,40699,6.29
Gemma4-E4B-Q8,D_4x48t,n0b,48,n0b,baseline,2,256,30760,8.32
Gemma4-E4B-Q8,D_4x48t,n1a,48,n1a,baseline,2,256,36005,7.11
Gemma4-E4B-Q8,D_4x48t,n1b,48,n1b,baseline,2,256,51959,4.93
