model,config,instance,threads,cpu_binding,spec,prompt_idx,tokens_generated,time_ms,tokens_per_sec
M2.7-Q8,A_1x96t_interleave,1,96,interleave,baseline,0,256,23049,11.11
M2.7-Q8,A_1x96t_interleave,1,96,interleave,baseline,1,256,23163,11.05
M2.7-Q8,A_1x96t_interleave,1,96,interleave,baseline,2,256,23272,11.0
M2.7-Q8,C_2x96t,n0,96,node0,baseline,0,256,50278,5.09
M2.7-Q8,C_2x96t,n1,96,node1,baseline,0,256,62292,4.11
M2.7-Q8,C_2x96t,n0,96,node0,baseline,1,256,45321,5.65
M2.7-Q8,C_2x96t,n1,96,node1,baseline,1,256,55351,4.63
M2.7-Q8,C_2x96t,n0,96,node0,baseline,2,256,35912,7.13
M2.7-Q8,C_2x96t,n1,96,node1,baseline,2,256,58729,4.36
