model,config,instance,threads,cpu_binding,spec,prompt_idx,tokens_generated,time_ms,tokens_per_sec
Qwen3.6-Q8,A_1x96t_interleave,1,96,interleave,baseline,0,256,9638,26.56
Qwen3.6-Q8,A_1x96t_interleave,1,96,interleave,baseline,1,256,9628,26.59
Qwen3.6-Q8,A_1x96t_interleave,1,96,interleave,baseline,2,256,9602,26.66
Qwen3.6-Q8,B_1x96t_node0,1,96,node0,baseline,0,256,9468,27.04
Qwen3.6-Q8,B_1x96t_node0,1,96,node0,baseline,1,256,9444,27.11
Qwen3.6-Q8,B_1x96t_node0,1,96,node0,baseline,2,256,9469,27.04
Qwen3.6-Q8,C_2x96t,n0,96,node0,baseline,0,256,12432,20.59
Qwen3.6-Q8,C_2x96t,n1,96,node1,baseline,0,256,11144,22.97
Qwen3.6-Q8,C_2x96t,n0,96,node0,baseline,1,256,11186,22.89
Qwen3.6-Q8,C_2x96t,n1,96,node1,baseline,1,256,11267,22.72
Qwen3.6-Q8,C_2x96t,n0,96,node0,baseline,2,256,11449,22.36
Qwen3.6-Q8,C_2x96t,n1,96,node1,baseline,2,256,10880,23.53
Qwen3.6-Q8,D_4x48t,n0a,48,n0a,baseline,0,256,10536,24.3
Qwen3.6-Q8,D_4x48t,n0b,48,n0b,baseline,0,256,11041,23.19
Qwen3.6-Q8,D_4x48t,n1a,48,n1a,baseline,0,256,11130,23.0
Qwen3.6-Q8,D_4x48t,n1b,48,n1b,baseline,0,256,10780,23.75
Qwen3.6-Q8,D_4x48t,n0a,48,n0a,baseline,1,256,10574,24.21
Qwen3.6-Q8,D_4x48t,n0b,48,n0b,baseline,1,256,10601,24.15
Qwen3.6-Q8,D_4x48t,n1a,48,n1a,baseline,1,256,11441,22.38
Qwen3.6-Q8,D_4x48t,n1b,48,n1b,baseline,1,256,10835,23.63
Qwen3.6-Q8,D_4x48t,n0a,48,n0a,baseline,2,256,10552,24.26
Qwen3.6-Q8,D_4x48t,n0b,48,n0b,baseline,2,256,11006,23.26
Qwen3.6-Q8,D_4x48t,n1a,48,n1a,baseline,2,256,10248,24.98
Qwen3.6-Q8,D_4x48t,n1b,48,n1b,baseline,2,256,10589,24.18
