model,config,instance,threads,cpu_binding,spec,prompt_idx,tokens_generated,time_ms,tokens_per_sec
Qwen3.6-Q8,dmsweep_dm0,1,96,interleave,baseline,0,256,10007,25.58
Qwen3.6-Q8,dmsweep_dm0,1,96,interleave,baseline,1,256,10029,25.53
Qwen3.6-Q8,dmsweep_dm0,1,96,interleave,baseline,2,256,10007,25.58
Qwen3.6-Q8,dmsweep_dm16,1,96,interleave,ngram_dm16,0,256,9539,26.84
Qwen3.6-Q8,dmsweep_dm16,1,96,interleave,ngram_dm16,1,256,9572,26.74
Qwen3.6-Q8,dmsweep_dm16,1,96,interleave,ngram_dm16,2,256,9604,26.66
Qwen3.6-Q8,dmsweep_dm32,1,96,interleave,ngram_dm32,0,256,9251,27.67
Qwen3.6-Q8,dmsweep_dm32,1,96,interleave,ngram_dm32,1,256,9381,27.29
Qwen3.6-Q8,dmsweep_dm32,1,96,interleave,ngram_dm32,2,256,9341,27.41
Qwen3.6-Q8,dmsweep_dm48,1,96,interleave,ngram_dm48,0,256,9190,27.86
Qwen3.6-Q8,dmsweep_dm48,1,96,interleave,ngram_dm48,1,256,9182,27.88
Qwen3.6-Q8,dmsweep_dm48,1,96,interleave,ngram_dm48,2,256,9182,27.88
Qwen3.6-Q8,dmsweep_dm64,1,96,interleave,ngram_dm64,0,256,9076,28.21
Qwen3.6-Q8,dmsweep_dm64,1,96,interleave,ngram_dm64,1,256,9119,28.07
Qwen3.6-Q8,dmsweep_dm64,1,96,interleave,ngram_dm64,2,256,9111,28.1
Qwen3.6-Q8,dmsweep_dm96,1,96,interleave,ngram_dm96,0,256,9453,27.08
Qwen3.6-Q8,dmsweep_dm96,1,96,interleave,ngram_dm96,1,256,9463,27.05
Qwen3.6-Q8,dmsweep_dm96,1,96,interleave,ngram_dm96,2,256,9471,27.03
Qwen3.6-Q8,dmsweep_dm128,1,96,interleave,ngram_dm128,0,256,9276,27.6
Qwen3.6-Q8,dmsweep_dm128,1,96,interleave,ngram_dm128,1,256,9303,27.52
Qwen3.6-Q8,dmsweep_dm128,1,96,interleave,ngram_dm128,2,256,9303,27.52
Qwen3.6-Q8,B_1x96t_node0,1,96,node0,ngram_dm64,0,256,9150,27.98
Qwen3.6-Q8,B_1x96t_node0,1,96,node0,ngram_dm64,1,256,8838,28.97
Qwen3.6-Q8,B_1x96t_node0,1,96,node0,ngram_dm64,2,256,8705,29.41
