model,mode,threads,draft_max,p_split,request_idx,tokens_generated,wall_ms,decode_tps
coder_q4km,192t,192,48,0,6,128,12068,10.90
coder_q4km,192t,192,48,0,7,128,12287,10.77
coder_q4km,192t,192,48,0,8,128,14098,9.25
coder_q4km,192t,192,48,0,9,128,15712,8.25
coder_q4km,numa_48t,48,8,0,0,128,8209,16.66
coder_q4km,numa_48t,48,8,0,1,128,14206,9.40
coder_q4km,numa_48t,48,8,0,2,128,12948,10.30
coder_q4km,numa_48t,48,8,0,3,128,12720,10.51
coder_q4km,numa_48t,48,8,0,4,128,14234,9.32
coder_q4km,numa_48t,48,8,0,5,128,7992,16.45
coder_q4km,numa_48t,48,8,0,6,128,12906,10.08
coder_q4km,numa_48t,48,8,0,7,128,12799,10.18
coder_q4km,numa_48t,48,8,0,8,128,12529,10.39
coder_q4km,numa_48t,48,8,0,9,128,13734,9.46
coder_q4km,numa_48t,48,16,0,0,128,7433,18.53
coder_q4km,numa_48t,48,16,0,1,128,14414,9.26
coder_q4km,numa_48t,48,16,0,2,128,13131,10.15
coder_q4km,numa_48t,48,16,0,3,128,13053,10.23
coder_q4km,numa_48t,48,16,0,4,128,14359,9.23
coder_q4km,numa_48t,48,16,0,5,128,7267,18.16
coder_q4km,numa_48t,48,16,0,6,128,13210,9.85
coder_q4km,numa_48t,48,16,0,7,128,13276,9.81
coder_q4km,numa_48t,48,16,0,8,128,13097,9.94
coder_q4km,numa_48t,48,16,0,9,128,14029,9.27
coder_q4km,numa_48t,48,24,0,0,128,7559,18.18
coder_q4km,numa_48t,48,24,0,1,128,14490,9.21
coder_q4km,numa_48t,48,24,0,2,128,13317,10.02
coder_q4km,numa_48t,48,24,0,3,128,13042,10.24
coder_q4km,numa_48t,48,24,0,4,128,14323,9.26
coder_q4km,numa_48t,48,24,0,5,128,7396,17.82
coder_q4km,numa_48t,48,24,0,6,128,13258,9.82
coder_q4km,numa_48t,48,24,0,7,128,12978,10.04
coder_q4km,numa_48t,48,24,0,8,128,12750,10.22
coder_q4km,numa_48t,48,24,0,9,128,13942,9.33
coder_q4km,numa_48t,48,32,0,0,128,7849,17.47
coder_q4km,numa_48t,48,32,0,1,128,14300,9.34
coder_q4km,numa_48t,48,32,0,2,128,13261,10.10
coder_q4km,numa_48t,48,32,0,3,128,13176,10.12
coder_q4km,numa_48t,48,32,0,4,128,14358,9.24
coder_q4km,numa_48t,48,32,0,5,128,7552,17.43
coder_q4km,numa_48t,48,32,0,6,128,13103,9.94
coder_q4km,numa_48t,48,32,0,7,128,12883,10.11
coder_q4km,numa_48t,48,32,0,8,128,12658,10.29
coder_q4km,numa_48t,48,32,0,9,128,13794,9.42
coder_q4km,numa_48t,48,48,0,0,128,8215,16.64
coder_q4km,numa_48t,48,48,0,1,128,14295,9.34
coder_q4km,numa_48t,48,48,0,2,128,13168,10.12
coder_q4km,numa_48t,48,48,0,3,128,13113,10.18
coder_q4km,numa_48t,48,48,0,4,128,14467,9.17
coder_q4km,numa_48t,48,48,0,5,128,8013,16.41
coder_q4km,numa_48t,48,48,0,6,128,13293,9.79
coder_q4km,numa_48t,48,48,0,7,128,13188,9.91
coder_q4km,numa_48t,48,48,0,8,128,12952,10.05
coder_q4km,numa_48t,48,48,0,9,128,13764,9.45
