model,mode,threads,draft_max,p_split,request_idx,tokens_generated,wall_ms,decode_tps
coder_q4km,192t,192,48,default,7,128,7342,17.97
coder_q4km,192t,192,48,default,8,128,7192,18.30
coder_q4km,192t,192,48,default,9,128,7526,17.47
coder_q4km,numa_48t,48,8,0,0,128,10425,12.83
coder_q4km,numa_48t,48,8,0,1,128,15300,8.67
coder_q4km,numa_48t,48,8,0,2,128,15515,8.50
coder_q4km,numa_48t,48,8,0,3,128,14124,9.34
coder_q4km,numa_48t,48,8,0,4,128,12004,11.03
coder_q4km,numa_48t,48,8,0,5,128,10471,12.78
coder_q4km,numa_48t,48,8,0,6,128,15219,8.71
coder_q4km,numa_48t,48,8,0,7,128,15568,8.46
coder_q4km,numa_48t,48,8,0,8,128,13939,9.46
coder_q4km,numa_48t,48,8,0,9,128,11818,11.19
coder_q4km,numa_48t,48,16,0,0,128,10305,12.99
coder_q4km,numa_48t,48,16,0,1,128,15211,8.72
coder_q4km,numa_48t,48,16,0,2,128,15632,8.43
coder_q4km,numa_48t,48,16,0,3,128,14094,9.37
coder_q4km,numa_48t,48,16,0,4,128,11815,11.21
coder_q4km,numa_48t,48,16,0,5,128,10306,12.99
coder_q4km,numa_48t,48,16,0,6,128,15248,8.69
coder_q4km,numa_48t,48,16,0,7,128,15367,8.58
coder_q4km,numa_48t,48,16,0,8,128,13964,9.45
coder_q4km,numa_48t,48,16,0,9,128,11739,11.27
coder_q4km,numa_48t,48,24,0,0,128,10560,12.65
coder_q4km,numa_48t,48,24,0,1,128,15260,8.69
coder_q4km,numa_48t,48,24,0,2,128,15404,8.56
coder_q4km,numa_48t,48,24,0,3,128,14148,9.33
coder_q4km,numa_48t,48,24,0,4,128,11818,11.21
coder_q4km,numa_48t,48,24,0,5,128,10528,12.71
coder_q4km,numa_48t,48,24,0,6,128,15247,8.69
coder_q4km,numa_48t,48,24,0,7,128,15332,8.60
coder_q4km,numa_48t,48,24,0,8,128,13895,9.50
coder_q4km,numa_48t,48,24,0,9,128,11681,11.33
coder_q4km,numa_48t,48,32,0,0,128,10517,12.71
coder_q4km,numa_48t,48,32,0,1,128,15090,8.79
coder_q4km,numa_48t,48,32,0,2,128,15531,8.49
coder_q4km,numa_48t,48,32,0,3,128,13985,9.44
coder_q4km,numa_48t,48,32,0,4,128,11678,11.34
coder_q4km,numa_48t,48,32,0,5,128,10379,12.89
coder_q4km,numa_48t,48,32,0,6,128,15147,8.75
coder_q4km,numa_48t,48,32,0,7,128,15501,8.50
coder_q4km,numa_48t,48,32,0,8,128,13926,9.47
coder_q4km,numa_48t,48,32,0,9,128,11838,11.17
coder_q4km,numa_48t,48,48,0,0,128,10771,12.39
coder_q4km,numa_48t,48,48,0,1,128,15335,8.65
coder_q4km,numa_48t,48,48,0,2,128,15472,8.53
coder_q4km,numa_48t,48,48,0,3,128,14237,9.27
coder_q4km,numa_48t,48,48,0,4,128,11854,11.17
coder_q4km,numa_48t,48,48,0,5,128,10709,12.48
coder_q4km,numa_48t,48,48,0,6,128,15318,8.65
coder_q4km,numa_48t,48,48,0,7,128,15477,8.52
coder_q4km,numa_48t,48,48,0,8,128,13966,9.45
coder_q4km,numa_48t,48,48,0,9,128,11752,11.26
