case	status	exit_code	stdout	stderr	timeout_s	log_cap_bytes
minicpm_q4_cpu_text_v7	pass	0	/mnt/raid0/llm/tmp/cpu-inference-churn-20260716b/minicpm_q4_cpu_text_v7/minicpm_q4_cpu_text_v7.stdout	/mnt/raid0/llm/tmp/cpu-inference-churn-20260716b/minicpm_q4_cpu_text_v7/minicpm_q4_cpu_text_v7.stderr	120	1048576
