model,kv_config,ctk,ctv,context_length,test_type,tokens_generated,prompt_tokens,time_ms,tokens_per_sec,prompt_tps,rss_mb,server_kv_size_mb
q25-coder-32B,f16_f16,f16,f16,65536,generation,0,0,0,0.00,0.00,19204.7,0
q25-coder-32B,f16_f16,f16,f16,65536,prefill,0,0,0,0.00,0.00,19846.1,0
q25-coder-32B,f16_f16,f16,f16,65536,generation_rep2,0,0,0,0.00,0.00,20118.8,0
q25-coder-32B,f16_f16,f16,f16,65536,generation_rep3,0,0,0,0.00,0.00,20385.6,0
