nemotron_diff14_buun	2048	70	0
nemotron_diff14_buun	8192	400	0
nemotron_diff14_buun	32768	1400	0
nemotron_nano_q8	2048	70	0
nemotron_nano_q8	8192	400	0
nemotron_nano_q8	32768	1400	0
qwable_iq4xs	2048	70	0
qwable_iq4xs	8192	400	0
qwable_iq4xs	32768	1400	0
