timestamp,protocol_id,cell_id,model_key,quant,config_id,np,n_instances,total_streams,success_count,total_count,error_rate,wall_seconds,aggregate_decode_tps,per_stream_decode_tps,decode_tokens_total,decode_seconds_total,decode_stream_count,tasks_per_hour_raw,tasks_per_hour_trimmed,aggregate_wallclock_tps,p50_latency_ms,p95_latency_ms,ttft_p50_ms,ttft_p95_ms,draft_accept_rate,kv_unified,ggml_iqk,live_affinity_verified,decision_grade,cell_error
2026-08-12T07:52:07.996946+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np1-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,1,1,1,0,0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,False,,False,False,affinity_preflight_failed
2026-08-12T07:52:13.229726+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np1,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,1,1,1,0,0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,False,,False,False,affinity_preflight_failed
2026-08-12T07:52:18.626571+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np16-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,16,1,16,0,0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,False,,False,False,affinity_preflight_failed
2026-08-12T07:52:23.982848+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np16,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,16,1,16,0,0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,False,,False,False,affinity_preflight_failed
2026-08-12T07:52:29.271072+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np2-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,2,1,2,0,0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,False,,False,False,affinity_preflight_failed
2026-08-12T07:52:36.676733+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np32-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,32,1,32,0,0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,False,,False,False,affinity_preflight_failed
2026-08-12T07:52:44.137321+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np32,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,32,1,32,0,0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,False,,False,False,affinity_preflight_failed
2026-08-12T07:52:49.485253+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np4-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,4,1,4,0,0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,False,,False,False,affinity_preflight_failed
