case	status	exit_code	stdout	stderr	timeout_s	log_cap_bytes
qwen3_4b_thinking_mi210_v7	pass	0	/mnt/raid0/llm/tmp/mi210-inference-churn-20260716-local/qwen3_4b_thinking_mi210_v7.stdout	/mnt/raid0/llm/tmp/mi210-inference-churn-20260716-local/qwen3_4b_thinking_mi210_v7.stderr	180	1048576
