build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","1","0","0","2026-03-09T21:51:23Z","422903490","20652948","2.368351","0.115068"
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","2","0","0","2026-03-09T21:51:25Z","449747114","2747952","4.447054","0.027085"
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","4","0","0","2026-03-09T21:51:28Z","453846161","739461","8.813575","0.014367"
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","8","0","0","2026-03-09T21:51:30Z","517636589","4177247","15.455527","0.124423"
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","16","0","0","2026-03-09T21:51:32Z","556058199","3139481","28.774579","0.162699"
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","32","0","0","2026-03-09T21:51:34Z","724243916","1620673","44.184157","0.098763"
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","64","0","0","2026-03-09T21:51:37Z","1054853696","3088466","60.672267","0.177513"
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","128","0","0","2026-03-09T21:51:41Z","1896114154","10218652","67.507790","0.363358"
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","256","0","0","2026-03-09T21:51:49Z","3675202994","10900081","69.656424","0.206256"
"6e49ca1ae","8208","AMD EPYC 9655 96-Core Processor","","CPU","/mnt/raid0/llm/lmstudio/models/unsloth/Qwen3.5-27B-GGUF/Qwen3.5-27B-Q4_K_M.gguf","qwen35 ?B Q4_K - Medium","16729819136","26895998464","2048","512","96","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-09T21:52:04Z","7195453220","22530141","71.156510","0.222408"
