timestamp,protocol_id,cell_id,model_key,quant,config_id,np,n_instances,total_streams,success_count,total_count,error_rate,wall_seconds,aggregate_decode_tps,per_stream_decode_tps,decode_tokens_total,decode_seconds_total,decode_stream_count,tasks_per_hour_raw,tasks_per_hour_trimmed,aggregate_wallclock_tps,p50_latency_ms,p95_latency_ms,ttft_p50_ms,ttft_p95_ms,draft_accept_rate,kv_unified,ggml_iqk,live_affinity_verified,decision_grade,cell_error
2026-08-12T08:12:05.328995+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np1-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,1,1,1,43,43,0.0,60.30385413416661,34.33264451658804,34.33264451658804,1465,42.670759000000004,1,2567.0001067526177,2616.302369540505,24.293637961192413,1381.1021780129522,2810.286486055702,401.83708793483675,800.3256060183048,,False,1,True,False,
2026-08-12T08:14:43.654858+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np1,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,1,1,1,43,43,0.0,153.42652498115785,33.17892801055283,33.17892801055283,4507,135.839229,1,1008.9520050005098,1023.7594594756652,29.375624590034217,1363.6870491318405,9035.999909043312,379.29859291762114,770.4847138375044,,False,1,True,False,
2026-08-12T08:15:25.833326+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np16-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,16,1,16,43,43,0.0,35.182272078003734,75.45934233360425,4.74021173978271,1463,308.636002,16,4399.943234387705,2180.102931737671,41.58344284179078,14673.191505949944,19332.896244013682,4622.396364109591,6028.8424249738455,,False,1,True,False,
2026-08-12T08:16:31.883338+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np16,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,16,1,16,43,43,0.0,59.08930763695389,110.8016646127995,6.948595982790288,4503,648.0445850000001,16,2619.763307282172,1953.2848519135455,76.20668070214224,7929.487840039656,44055.6692420505,1394.4050089921802,5915.220360970125,,False,1,True,False,
2026-08-12T08:17:24.586486+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np2-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,2,1,2,43,43,0.0,45.73439719201997,43.51452700386104,21.75668640067732,1469,67.51947300000002,2,3384.760913105694,3458.7705572801397,32.1202440655831,1933.9285450987518,4306.988514959812,511.69503992423415,1011.8687499780208,,False,1,True,False,
2026-08-12T08:18:07.846641+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np32-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,32,1,32,43,43,0.0,36.332120375940576,94.25715612102027,2.5254333402868885,1466,580.494435,32,4260.692698313028,0.0,40.34997090262855,25151.63135388866,35971.29236999899,9778.149990132079,11543.768382864073,,False,1,True,False,
2026-08-12T08:19:52.717975+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np32,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,32,1,32,43,43,0.0,97.82380239595659,93.19531298524718,2.8999690455276297,4462,1538.6371130000007,32,1582.4369551024367,0.0,45.61262076012321,24555.10835000314,97577.91483495384,7868.188131134957,11599.244870012626,,False,1,True,False,
2026-08-12T08:20:37.602203+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np4-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,4,1,4,43,43,0.0,37.797718490008265,51.39476164181299,12.82363460284374,1453,113.30641000000001,4,4095.4852881112656,3838.0365487974163,38.441473666832486,2987.0711050461978,7257.418445078656,645.7691069226712,1469.1949628759176,,False,1,True,False,
2026-08-12T08:21:19.357759+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np8-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,8,1,8,43,43,0.0,34.80236901692115,58.37904081263934,7.278089392363164,1456,200.052503,8,4447.973065417908,3722.4135985316425,41.83623244992555,7895.560388918966,11272.366706980392,1159.1811110265553,2883.8832958135754,,False,1,True,False,
2026-08-12T08:22:31.072572+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C1-np8,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C1,8,1,8,43,43,0.0,64.63355178385973,85.42940780095644,10.675339968464314,4505,422.0006119999999,8,2395.0408994644886,1997.8707304614911,69.70064116335608,5925.3948580008,27323.212455026805,840.4670387972146,2923.521886114031,,False,1,True,False,
2026-08-12T08:23:22.632204+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C3-np1-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C3,1,4,4,43,43,0.0,33.581476755905896,63.70043929842757,15.808314989867052,1462,92.48297500000001,4,4609.684116192886,4318.089798317068,43.5359055418217,2333.916630130261,6311.937278136611,826.4556999783963,1701.9234311301261,,False,1,True,False,
2026-08-12T08:25:14.479872+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C3-np1,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C3,1,4,4,43,43,0.0,91.41212929901667,56.163850975837505,14.065612406739662,4497,319.7159050000001,4,1693.4295392423946,1477.0621870310686,49.19478448303003,3684.8964339587837,21026.55535703525,899.0162040572613,1943.611630005762,,False,1,True,False,
2026-08-12T08:26:03.410340+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C3-np2-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C3,2,4,8,43,43,0.0,29.432063100859523,77.07078234484827,9.695383760768912,1456,150.17456099999995,8,5259.5701317139155,4306.768359579625,49.469858603200656,5771.442506927997,9969.20052007772,1517.4104301258922,2278.7229029927403,,False,1,True,False,
2026-08-12T08:27:32.788360+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C3-np2,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C3,2,4,8,43,43,0.0,66.53389570699073,90.4367215549887,11.257397186301251,4513,400.89195800000005,8,2326.6336407193894,2040.7346325190836,67.83008798815635,5011.365153128281,26010.77570603229,1498.6434469465166,3117.6180399488658,,False,1,True,False,
2026-08-12T08:28:17.557623+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C3-np4-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C3,4,4,16,43,43,0.0,23.27014258597046,107.739493443367,6.672277499445769,1461,218.965713,16,6652.301309633089,3502.663906076204,62.78431662386267,9045.044220983982,14822.041637962684,2380.9378270525485,4662.600307026878,,False,1,True,False,
2026-08-12T08:29:31.337311+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C3-np4,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C3,4,4,16,43,43,0.0,52.36294707702473,126.67302431114301,7.902225913988517,4480,566.9288689999998,16,2956.28891498969,1932.7471063106577,85.5566817774794,9929.743772838265,40239.46845601313,2330.5330220609903,4778.673812979832,,False,1,True,False,
2026-08-12T08:30:21.217165+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C3-np8-scout,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C3,8,4,32,43,43,0.0,22.29242147319019,179.32568194434242,4.5748153543284085,1453,317.6084469999999,32,6944.06393608559,972.762725537853,65.17910141558374,14547.419402049854,22087.234278908,5934.626481961459,8069.245907943696,,False,1,True,False,
2026-08-12T08:31:39.214489+00:00,P-BENCH-3,gemma4_26b_a4b_q4km_mtp-C3-np8,gemma4_26b_a4b_q4km_mtp,Q4_K_M,C3,8,4,32,43,43,0.0,56.42027741810307,251.9606892599915,5.459426126846886,4504,824.995136,32,2743.694414205959,2243.639846765937,79.82945504898991,13294.518687063828,54810.695578111336,6100.39892909117,7483.484931988642,,False,1,True,False,
