timestamp,protocol_id,cell_id,model_key,quant,config_id,np,n_instances,total_streams,success_count,total_count,error_rate,wall_seconds,tasks_per_hour_raw,tasks_per_hour_trimmed,aggregate_predicted_tps,p50_latency_ms,p95_latency_ms,ttft_p50_ms,ttft_p95_ms,draft_accept_rate,kv_unified,ggml_iqk,live_affinity_verified,decision_grade,cell_error
2026-07-23T19:51:12.284010+00:00,P-BENCH-3,qwen36_q8_0-C1-np1-scout,qwen36_q8_0,Q8_0,C1,1,1,1,43,43,0.0,113.90249109407887,1359.057194562509,1368.1323703878704,11.185005593492484,1614.8786288686097,4985.511929029599,1069.8366640135646,1799.3941211607307,0.8370927318295739,False,1,True,False,
2026-07-23T19:52:53.744705+00:00,P-BENCH-3,qwen36_q8_0-C1-np16-scout-kvu,qwen36_q8_0,Q8_0,C1,16,1,16,43,43,0.0,89.29355599894188,1733.6077421066573,794.9287680290497,14.267546921472102,23333.253748947755,64786.105390870944,9675.74674100615,18317.778981057927,0.6742532005689901,True,1,True,False,
2026-07-23T19:54:47.327133+00:00,P-BENCH-3,qwen36_q8_0-C1-np16-scout,qwen36_q8_0,Q8_0,C1,16,1,16,43,43,0.0,101.27695085690357,1528.4820355494344,729.9663459901092,12.579367656912012,23269.91965295747,77670.69051181898,10417.026069015265,18494.70542394556,0.6032786885245902,False,1,True,False,
2026-07-23T19:56:41.522284+00:00,P-BENCH-3,qwen36_q8_0-C1-np2-scout,qwen36_q8_0,Q8_0,C1,2,1,2,43,43,0.0,102.84561053710058,1505.1687591874168,1485.9770725207645,12.387499994862848,3075.5299881566316,9298.254652880132,1800.2546539064497,2634.3111109454185,0.8130612244897959,False,1,True,False,
2026-07-23T19:58:34.540904+00:00,P-BENCH-3,qwen36_q8_0-C1-np32-scout,qwen36_q8_0,Q8_0,C1,32,1,32,43,43,0.0,97.68502605217509,1584.6850459692657,0.0,10.103902715579233,50001.84131297283,97085.45791404322,32453.779397998005,55988.191748037934,0.5913185913185913,False,1,True,False,
2026-07-23T20:00:26.033839+00:00,P-BENCH-3,qwen36_q8_0-C1-np4-scout,qwen36_q8_0,Q8_0,C1,4,1,4,43,43,0.0,99.9533723751083,1548.7221323464853,1389.970758289281,12.745943130551822,5514.02742206119,20401.305682957172,2834.35241994448,4495.004484895617,0.7415902140672783,False,1,True,False,
2026-07-23T20:02:13.693727+00:00,P-BENCH-3,qwen36_q8_0-C1-np8-scout,qwen36_q8_0,Q8_0,C1,8,1,8,43,43,0.0,96.15071668103337,1609.9723989944605,1261.1184591504436,13.250031242370431,11914.772318908945,39212.48223306611,5965.6440620310605,7967.316758818924,0.7036764705882353,False,1,True,False,
2026-07-23T20:05:08.725649+00:00,P-BENCH-3,qwen36_q8_0-C1b-np1-scout,qwen36_q8_0,Q8_0,C1b,1,2,2,43,43,0.0,156.60828639101237,988.4534437309561,984.2252919166586,8.134946300473114,4153.384353965521,15374.53869287856,2665.097000077367,4116.209367057309,0.8370927318295739,False,1,True,False,
2026-07-23T20:07:48.271797+00:00,P-BENCH-3,qwen36_q8_0-C1b-np16-scout,qwen36_q8_0,Q8_0,C1b,16,2,32,43,43,0.0,134.14349299599417,1153.988140182265,0.0,9.49729257488505,64029.371190816164,134088.6199339293,36859.84823689796,52125.523627968505,0.6384720327421555,False,1,True,False,
2026-07-23T20:10:28.978769+00:00,P-BENCH-3,qwen36_q8_0-C1b-np2-scout,qwen36_q8_0,Q8_0,C1b,2,2,4,43,43,0.0,138.1775737160351,1120.2975695471769,1024.6765382593876,9.220020049115654,8257.694737054408,29655.361806973815,4736.365696880966,6313.011935912073,0.827671913835957,False,1,True,False,
